Id,text,span,counter_narrative,label
1736,A small minority trying to impose their way of life on the majority its disgusting,A small minority trying to impose their way of life on the majority its disgusting,CelebrLGBTQ+ people arent trying to impose anything they re simply asking for the same rights and respect as everyone else. Equality isnt about majority or minority; its about ensuring every person can live freely and without fear. Inclusion doesnt take away anyones rightsit strengthens them for all.hating differences makes our communities richer and stronger.,Homophobia
1737,Pray and protect yourself people from these people,Pray and protect yourself people from these people,"LGBTQ+ people are not a threatthey are individuals seeking the same love, dignity, and safety as anyone else. True faith encourages compassion, not fear. Lets choose understanding over judgment and unity over division.",Homophobia
1738,Homosexuality is against the will of God,Homosexuality is against the will of God,"Many people of faith believe that God's core message is love, compassion, and acceptance. LGBTQ+ individuals are part of the human family, and treating them with respect aligns with those values. Belief in God should lead us to kindnessnot exclusion.",Homophobia
1739,She is giving unwanted example to justify herself  Opposite poles only attract  That is nature  She is the new virus to the further generation Very bad i will pray for you god bless you,Opposite poles only attract  That is nature  She is the new virus,"Using science terms like ""opposite poles attract"" to judge peoples identities is misleading. Human relationships are based on emotional connection and consentnot physics. LGBTQ+ people are not a virus but human beings deserving of the same respect and compassion as anyone else. Prayers are powerful when they come from kindness, not judgment.",Homophobia
1740,Positive and positive should not and wont attract thats what the thory of nature,Positive and positive should not and wont attract thats what the thory of nature,"The laws of physics don't apply to human relationships. Love and connection arent governed by magnetismtheyre built on trust, respect, and mutual understanding. LGBTQ+ relationships are just as real and valid as any other, and theyre part of the natural diversity of human life.",Homophobia
1741,Dislike people of this video are non humanityDoesnt have any eligible to live in the earth,people of this video are non humanityDoesnt have any eligible to live in the earth,"Disagreeing with someone doesnt make them inhuman or undeserving of life. Every person, regardless of their views or identity, has the right to be treated with dignity. Promoting hate only pushes society backwardcompassion and dialogue are what move us forward.",Homophobia
1742,Video was informative and interesting still things have to be proved how this phenomenon is happening which is quite precise that the existence of homosexuality is natural or notif we start saying it is individual rights to live their lives on their own terms then why do we have law and order jail  police because even a dacoity or rapist has his own terms and reason  to commit a crime,things have to be proved how this phenomenon is happening which is quite precise that the existence of homosexuality is natural,"Homosexuality is not a crime  it's a natural variation of human identity, recognized by science and decriminalized by courts in many countries, including India. Comparing it to crimes like robbery or assault is misleading. Laws exist to protect people from harm, not to punish them for who they are. Respecting someones identity is about upholding human dignity, not excusing wrongdoing.",Homophobia
1743,Its totally wrongdont compare Western  country r usjudge oru mental paaya,Its totally wrong,"Respecting human rights is not about blindly copying the West  it's about treating people with dignity, no matter where they live. LGBTQ+ individuals are part of our own society too. Being fair and inclusive doesn't make someone ""mental,"" it shows strength and compassion.",Homophobia
1744,Kadhayalla NijamÂ  broif we like our dogs or catswill we do sex with them We can like everyone but we cant live with them Am I right  It will start like this only after some time they will say we can marry animals    Do you accept that,after some time they will say we can marry animal,"Comparing consensual relationships between adults to bestiality is deeply misleading and harmful. LGBTQ+ rights are about human dignity, mutual love, and consent  none of which apply to animals. Respecting people's identities does not mean we accept anything harmful or illegal. Lets not confuse love with abuse.",Homophobia
1745,Its against nature  If it continue world population automatically end  Only animals lives in this world  Iam not against feeling  But this is wrong,Its against nature,"LGBTQ+ people have always been a part of nature  in humans and in many animal species. Being true to one's identity doesnt threaten humanity. People can choose whether or not to have children regardless of their orientation. What harms society more is intolerance, not love.",Homophobia
1746,Soon son and father will av gay sex This bastard will justify that also  Bullshit,gay sex,"Freedom includes the right to be who you are, without fear or shame. Promoting false and hateful narratives about LGBTQ+ individuals only spreads misinformation and fuels unnecessary fear. Respecting love and identity between consenting adults is a basic part of a free and inclusive society.",Homophobia
1747,Though I dont support same sex marriages  I support transgender rights  naturalism nudity included Theres a famous quote by a female non English European nudist  NUDISTS HAVE NO PROBLEM BEFRIENDING PEOPLE WHO ARE DRESSED BUT ITS NOT VICE VERSA  FYI ANCIENT CIVILIZATIONS WERE WAY MORE MODERNISED THAN PRESENT UNIVERSE,dont support same sex marriages,"Supporting some rights while denying others creates an incomplete picture of equality. Transgender rights and same-sex marriage are both about the same core value: the right to live authentically and be treated with dignity. Ancient civilizations indeed celebrated diverse identities and expressionsincluding same-sex love. True modernity embraces compassion, not conditional acceptance.",Homophobia
